wavelength_nm,hbo2_cm1_M1,hbr_cm1_M1,source,source_version
660,319.6,3226.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
662,314,3140.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
664,308.4,3053.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
666,302.8,2967.68,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
668,298,2881.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
670,294,2795.12,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
672,290,2708.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
674,285.6,2627.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
676,282,2554.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
678,279.2,2481.16,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
680,277.6,2407.92,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
682,276,2334.68,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
684,274.4,2261.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
686,272.8,2188.24,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
688,274.4,2115,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
690,276,2051.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
692,277.6,2000.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
694,279.2,1949.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
696,282,1897.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
698,286,1846.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
700,290,1794.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
702,294,1741,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
704,298,1687.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
706,302.8,1634.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
708,308.4,1583.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
710,314,1540.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
712,319.6,1497.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
714,325.2,1454.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
716,332,1411.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
718,340,1368.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
720,348,1325.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
722,356,1285.16,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
724,364,1244.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
726,372.4,1203.68,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
728,381.2,1152.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
730,390,1102.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
732,398.8,1102.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
734,407.6,1102.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
736,418.8,1101.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
738,432.4,1100.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
740,446,1115.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
742,459.6,1161.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
744,473.2,1207.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
746,487.6,1266.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
748,502.8,1333.24,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
750,518,1405.24,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
752,533.2,1515.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
754,548.4,1541.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
756,562,1560.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
758,574,1560.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
760,586,1548.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
762,598,1508.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
764,610,1459.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
766,622.8,1410.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
768,636.4,1361.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
770,650,1311.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
772,663.6,1262.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
774,677.2,1213,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
776,689.2,1163.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
778,699.6,1114.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
780,710,1075.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
782,720.4,1036.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
784,730.8,996.72,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
786,740,957.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
788,748,921.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
790,756,890.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
792,764,859.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
794,772,828.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
796,786.4,802.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
798,807.2,782.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
800,816,761.72,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
802,828,743.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
804,836,737.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
806,844,730.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
808,856,723.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
810,864,717.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
812,872,711.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
814,880,706.6,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
816,887.2,701.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
818,901.6,696.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
820,916,693.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
822,930.4,693.6,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
824,944.8,693.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
826,956.4,693.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
828,965.2,693.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
830,974,693.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
832,982.8,692.92,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
834,991.6,692.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
836,1001.2,692.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
838,1011.6,692.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
840,1022,692.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
842,1032.4,692.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
844,1042.8,691.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
846,1050,691.76,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
848,1054,691.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
850,1058,691.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
852,1062,691.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
854,1066,690.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
856,1072.8,690.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
858,1082.4,692.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
860,1092,694.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
862,1101.6,696.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
864,1111.2,698.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
866,1118.4,699.92,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
868,1123.2,701.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
870,1128,705.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
872,1132.8,709.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
874,1137.6,714.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
876,1142.8,718.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
878,1148.4,722.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
880,1154,726.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
882,1159.6,729.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
884,1165.2,733.2,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
886,1170,736.6,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
888,1174,739.96,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
890,1178,743.6,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
892,1182,747.24,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
894,1186,750.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
896,1190,754.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
898,1194,758.16,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
900,1198,761.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
902,1202,765.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
904,1206,767.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
906,1209.2,769.8,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
908,1211.6,772.16,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
910,1214,774.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
912,1216.4,776.92,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
914,1218.8,778.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
916,1220.8,778.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
918,1222.4,777.72,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
920,1224,777.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
922,1225.6,777.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
924,1227.2,776.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
926,1226.8,772.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
928,1224.4,768.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
930,1222,763.84,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
932,1219.6,752.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
934,1217.2,737.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
936,1215.6,722.88,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
938,1214.8,708.16,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
940,1214,693.44,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
942,1213.2,678.72,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
944,1212.4,660.52,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
946,1210.4,641.08,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
948,1207.2,621.64,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
950,1204,602.24,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
952,1200.8,583.4,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
954,1197.6,568.92,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
956,1194,554.48,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
958,1190,540.04,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
960,1186,525.56,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
962,1182,511.12,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
964,1178,495.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
966,1173.2,473.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
968,1167.6,451.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
970,1162,429.32,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
972,1156.4,415.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
974,1150.8,402.28,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
976,1144,389.288,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
978,1136,374.944,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
980,1128,359.656,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
982,1120,344.372,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
984,1112,329.084,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
986,1102.4,313.796,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
988,1091.2,298.508,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
990,1080,283.22,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
992,1068.8,267.932,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
994,1057.6,252.648,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
996,1046.4,237.36,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
998,1035.2,222.072,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
1000,1024,206.784,MNE-Python extinction_coef.mat (Prahl/OMLC),b1fb8933a2ba62028b1dac3ae8bc24da0220d00e
